game_link,game_score,team_1_score,team_2_score,team_1_name,team_2_name,game_id
https://official.nba.com/l2m/L2MReport.html?gameId=0022300759,"Celtics 110, Heat 106",110,106,Celtics,Heat,0022300759
https://official.nba.com/l2m/L2MReport.html?gameId=0022300752,"Magic 114, Bulls 108 (OT)",114,108,Magic,Bulls,0022300752
https://official.nba.com/l2m/L2MReport.html?gameId=0022300757,"Warriors 113, Suns 112",113,112,Warriors,Suns,0022300757
https://official.nba.com/l2m/L2MReport.html?gameId=0022300744,"Raptors 107, Rockets 104",107,104,Raptors,Rockets,0022300744
https://official.nba.com/l2m/L2MReport.html?gameId=0022300740,"Nuggets 114, Lakers 106",114,106,Nuggets,Lakers,0022300740
https://official.nba.com/l2m/L2MReport.html?gameId=0022300741,"Pistons 128, Trailblazers 122 (OT)",128,122,Pistons,Trailblazers,0022300741
https://official.nba.com/l2m/L2MReport.html?gameId=0022300726,"Raptors 123, Hornets 117",123,117,Raptors,Hornets,0022300726
https://official.nba.com/l2m/L2MReport.html?gameId=0022300719,"Pacers 132, Rockets 129",132,129,Pacers,Rockets,0022300719
https://official.nba.com/l2m/L2MReport.html?gameId=0022300723,"Bulls 129, Timberwolves 123 (OT)",129,123,Bulls,Timberwolves,0022300723
https://official.nba.com/l2m/L2MReport.html?gameId=0022300716,"Clippers 149, Hawks 144",149,144,Clippers,Hawks,0022300716
https://official.nba.com/l2m/L2MReport.html?gameId=0022300710,"Thunder 135, Raptors 127 (2OT)",135,127,Thunder,Raptors,0022300710
https://official.nba.com/l2m/L2MReport.html?gameId=0022300699,"Hawks 141, Warriors 134 (OT)",141,134,Hawks,Warriors,0022300699
https://official.nba.com/l2m/L2MReport.html?gameId=0022300700,"Kings 123, Bulls 115",123,115,Kings,Bulls,0022300700
https://official.nba.com/l2m/L2MReport.html?gameId=0022300694,"Magic 108, Timberwolves 106",108,106,Magic,Timberwolves,0022300694
https://official.nba.com/l2m/L2MReport.html?gameId=0022300696,"Pelicans 114, Spurs 113",114,113,Pelicans,Spurs,0022300696
https://official.nba.com/l2m/L2MReport.html?gameId=0022300685,"Knicks 109, Pacers 105",109,105,Knicks,Pacers,0022300685
https://official.nba.com/l2m/L2MReport.html?gameId=0022300686,"76ers 127, Jazz 124",127,124,76ers,Jazz,0022300686
https://official.nba.com/l2m/L2MReport.html?gameId=0022300687,"Cavaliers 108, Grizzlies 101",108,101,Cavaliers,Grizzlies,0022300687
https://official.nba.com/l2m/L2MReport.html?gameId=0022300675,"Cavaliers 128, Pistons 121",128,121,Cavaliers,Pistons,0022300675
https://official.nba.com/l2m/L2MReport.html?gameId=0022300682,"Thunder 105, Nuggets 100",105,100,Thunder,Nuggets,0022300682
https://official.nba.com/l2m/L2MReport.html?gameId=0022300683,"Trailblazers 119, Bucks 116",119,116,Trailblazers,Bucks,0022300683
https://official.nba.com/l2m/L2MReport.html?gameId=0022300670,"Celtics 129, Pacers 124",129,124,Celtics,Pacers,0022300670
https://official.nba.com/l2m/L2MReport.html?gameId=0022300664,"Timberwolves 107, Thunder 101",107,101,Timberwolves,Thunder,0022300664
https://official.nba.com/l2m/L2MReport.html?gameId=0022300665,"Wizards 118, Spurs 113",118,113,Wizards,Spurs,0022300665
https://official.nba.com/l2m/L2MReport.html?gameId=0022300666,"Mavericks 131, Magic 129",131,129,Mavericks,Magic,0022300666
